X,y
9.243560992144802,20.798372944049973
5.3525728681900695,14.425295411537123
9.8251914404992,27.80492714415773
2.1912464847968005,10.313729466588859
6.060049232778964,17.087840174781416
0.6511743945173587,1.6981049822292342
0.19266596093085786,0.0656878452149634
4.377561717126801,14.63797276766251
7.951968744481931,21.710267662732917
4.42414328366127,10.468137173576853
8.770420998845601,26.045130014665105
4.465590535196044,15.741891046238273
4.873023470918511,13.396961080664491
7.009443112866007,16.74275466124604
8.439705896315287,21.26716507277168
6.101521852466417,16.17496963016349
8.275446059099817,20.318306549854693
0.24429725508002376,4.467232565696296
6.009232264439383,13.977820003037387
3.6629012382660364,8.950453227788868
9.331282450983949,27.482962436350405
1.9178430629246646,11.667328012617865
3.6502094658631945,10.099349427339453
5.4381268710405015,12.688049624449883
3.2929849294455673,15.044156362275618
1.9364651384939036,6.069394029055568
2.490924255780995,8.815576556240789
0.8856755309589048,5.225254961182594
3.1884016891495093,9.071788567679127
6.101360219077973,13.86343939079571
2.7296675110518933,8.662652186638558
5.749114533599587,16.86919888740831
7.184592202556644,18.836485946105217
0.720324770931009,4.122999446524781
1.4665584331228854,7.537164043729707
5.328014910214499,16.501080415836153
2.980192025217381,11.686065486988925
1.244818931666154,8.54157167087774
5.7950277358018445,14.068439423334613
9.801213928394649,28.29563061005953
7.9422728140497565,21.782128431358977
6.327567860330374,16.480787743970165
4.57466005643889,8.764473094876983
0.6193850754811336,-0.19605119981480268
1.6595187936861733,8.665943335579689
9.314093369913344,25.60380732562121
5.055815898068915,12.811234915465686
9.175210184045964,23.16556874471422
6.7066052467845125,20.461033405655485
4.625294237457016,10.167231252901567
9.604890818535718,26.604803162738346
0.18851105119206846,3.7732268776343325
7.278661202243162,18.287205331454917
4.06370153182249,13.463971487351635
0.3921496119798029,4.012187710512065
2.9736589793880586,10.938164828444455
3.801059281646527,12.847467491160737
0.4395094917255349,1.7695060213645832
4.383660047123497,11.346564921643413
7.418832586436036,17.870497909263605
